date,away_team,PTS,home_team,PTS.1,winning_team,home_away_neutral,losing_team,team_1,team_2,home_team_conference,home_team_division,away_team_conference,away_team_division,team_1_division,team_2_division,team_1_conference,team_2_conference,day_of_week,time,compare_time,day_night,commence_date,my_game_id
1/4/2024,Colorado Avalanche,,Dallas Stars,,,,Colorado Avalanche,Colorado Avalanche,Dallas Stars,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/4/2024,Detroit Red Wings,,Los Angeles Kings,,,,Detroit Red Wings,Detroit Red Wings,Los Angeles Kings,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/4/2024,Tampa Bay Lightning,,Minnesota Wild,,,,Tampa Bay Lightning,Minnesota Wild,Tampa Bay Lightning,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/4/2024,Buffalo Sabres,,Montreal Canadiens,,,,Buffalo Sabres,Buffalo Sabres,Montreal Canadiens,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/4/2024,Calgary Flames,,Nashville Predators,,,,Calgary Flames,Calgary Flames,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/4/2024,Chicago Blackhawks,,New York Rangers,,,,Chicago Blackhawks,Chicago Blackhawks,New York Rangers,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
1/4/2024,Columbus Blue Jackets,,Philadelphia Flyers,,,,Columbus Blue Jackets,Columbus Blue Jackets,Philadelphia Flyers,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/4/2024,Ottawa Senators,,Seattle Kraken,,,,Ottawa Senators,Ottawa Senators,Seattle Kraken,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/4/2024,Winnipeg Jets,,San Jose Sharks,,,,Winnipeg Jets,San Jose Sharks,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/4/2024,Vancouver Canucks,,St. Louis Blues,,,,Vancouver Canucks,St. Louis Blues,Vancouver Canucks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/4/2024,Florida Panthers,,Vegas Golden Knights,,,,Florida Panthers,Florida Panthers,Vegas Golden Knights,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/5/2024,Winnipeg Jets,,Anaheim Ducks,,,,Winnipeg Jets,Anaheim Ducks,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/5/2024,Chicago Blackhawks,,New Jersey Devils,,,,Chicago Blackhawks,Chicago Blackhawks,New Jersey Devils,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
1/5/2024,Carolina Hurricanes,,Washington Capitals,,,,Carolina Hurricanes,Carolina Hurricanes,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/6/2024,Tampa Bay Lightning,,Boston Bruins,,,,Tampa Bay Lightning,Boston Bruins,Tampa Bay Lightning,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/6/2024,St. Louis Blues,,Carolina Hurricanes,,,,St. Louis Blues,Carolina Hurricanes,St. Louis Blues,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/6/2024,Minnesota Wild,,Columbus Blue Jackets,,,,Minnesota Wild,Columbus Blue Jackets,Minnesota Wild,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/6/2024,Florida Panthers,,Colorado Avalanche,,,,Florida Panthers,Colorado Avalanche,Florida Panthers,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/6/2024,Nashville Predators,,Dallas Stars,,,,Nashville Predators,Dallas Stars,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/6/2024,Ottawa Senators,,Edmonton Oilers,,,,Ottawa Senators,Edmonton Oilers,Ottawa Senators,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/6/2024,New York Rangers,,Montreal Canadiens,,,,New York Rangers,Montreal Canadiens,New York Rangers,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/6/2024,Vancouver Canucks,,New Jersey Devils,,,,Vancouver Canucks,New Jersey Devils,Vancouver Canucks,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/6/2024,Calgary Flames,,Philadelphia Flyers,,,,Calgary Flames,Calgary Flames,Philadelphia Flyers,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
1/6/2024,Buffalo Sabres,,Pittsburgh Penguins,,,,Buffalo Sabres,Buffalo Sabres,Pittsburgh Penguins,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/6/2024,Toronto Maple Leafs,,San Jose Sharks,,,,Toronto Maple Leafs,San Jose Sharks,Toronto Maple Leafs,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/6/2024,New York Islanders,,Vegas Golden Knights,,,,New York Islanders,New York Islanders,Vegas Golden Knights,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
1/7/2024,Detroit Red Wings,,Anaheim Ducks,,,,Detroit Red Wings,Anaheim Ducks,Detroit Red Wings,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/7/2024,Winnipeg Jets,,Arizona Coyotes,,,,Winnipeg Jets,Arizona Coyotes,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/7/2024,Calgary Flames,,Chicago Blackhawks,,,,Calgary Flames,Calgary Flames,Chicago Blackhawks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/7/2024,Los Angeles Kings,,Washington Capitals,,,,Los Angeles Kings,Los Angeles Kings,Washington Capitals,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
1/8/2024,Boston Bruins,,Colorado Avalanche,,,,Boston Bruins,Boston Bruins,Colorado Avalanche,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/8/2024,Dallas Stars,,Minnesota Wild,,,,Dallas Stars,Dallas Stars,Minnesota Wild,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/8/2024,Vancouver Canucks,,New York Rangers,,,,Vancouver Canucks,New York Rangers,Vancouver Canucks,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/8/2024,Pittsburgh Penguins,,Philadelphia Flyers,,,,Pittsburgh Penguins,Philadelphia Flyers,Pittsburgh Penguins,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/9/2024,Boston Bruins,,Arizona Coyotes,,,,Boston Bruins,Arizona Coyotes,Boston Bruins,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/9/2024,Seattle Kraken,,Buffalo Sabres,,,,Seattle Kraken,Buffalo Sabres,Seattle Kraken,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/9/2024,Ottawa Senators,,Calgary Flames,,,,Ottawa Senators,Calgary Flames,Ottawa Senators,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/9/2024,Edmonton Oilers,,Chicago Blackhawks,,,,Edmonton Oilers,Chicago Blackhawks,Edmonton Oilers,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/9/2024,Anaheim Ducks,,Nashville Predators,,,,Anaheim Ducks,Anaheim Ducks,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/9/2024,Vancouver Canucks,,New York Islanders,,,,Vancouver Canucks,New York Islanders,Vancouver Canucks,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/9/2024,Florida Panthers,,St. Louis Blues,,,,Florida Panthers,Florida Panthers,St. Louis Blues,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/9/2024,Los Angeles Kings,,Tampa Bay Lightning,,,,Los Angeles Kings,Los Angeles Kings,Tampa Bay Lightning,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/9/2024,San Jose Sharks,,Toronto Maple Leafs,,,,San Jose Sharks,San Jose Sharks,Toronto Maple Leafs,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/9/2024,Columbus Blue Jackets,,Winnipeg Jets,,,,Columbus Blue Jackets,Columbus Blue Jackets,Winnipeg Jets,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
1/10/2024,Vegas Golden Knights,,Colorado Avalanche,,,,Vegas Golden Knights,Colorado Avalanche,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/10/2024,Minnesota Wild,,Dallas Stars,,,,Minnesota Wild,Dallas Stars,Minnesota Wild,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/10/2024,Montreal Canadiens,,Philadelphia Flyers,,,,Montreal Canadiens,Montreal Canadiens,Philadelphia Flyers,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/11/2024,Calgary Flames,,Arizona Coyotes,,,,Calgary Flames,Arizona Coyotes,Calgary Flames,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/11/2024,Ottawa Senators,,Buffalo Sabres,,,,Ottawa Senators,Buffalo Sabres,Ottawa Senators,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/11/2024,Anaheim Ducks,,Carolina Hurricanes,,,,Anaheim Ducks,Anaheim Ducks,Carolina Hurricanes,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
1/11/2024,Edmonton Oilers,,Detroit Red Wings,,,,Edmonton Oilers,Detroit Red Wings,Edmonton Oilers,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/11/2024,Los Angeles Kings,,Florida Panthers,,,,Los Angeles Kings,Florida Panthers,Los Angeles Kings,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/11/2024,San Jose Sharks,,Montreal Canadiens,,,,San Jose Sharks,Montreal Canadiens,San Jose Sharks,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/11/2024,Toronto Maple Leafs,,New York Islanders,,,,Toronto Maple Leafs,New York Islanders,Toronto Maple Leafs,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
1/11/2024,Vancouver Canucks,,Pittsburgh Penguins,,,,Vancouver Canucks,Pittsburgh Penguins,Vancouver Canucks,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/11/2024,New York Rangers,,St. Louis Blues,,,,New York Rangers,New York Rangers,St. Louis Blues,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
1/11/2024,New Jersey Devils,,Tampa Bay Lightning,,,,New Jersey Devils,New Jersey Devils,Tampa Bay Lightning,Eastern,Atlantic,Eastern,Metropolitan,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
1/11/2024,Boston Bruins,,Vegas Golden Knights,,,,Boston Bruins,Boston Bruins,Vegas Golden Knights,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/11/2024,Chicago Blackhawks,,Winnipeg Jets,,,,Chicago Blackhawks,Chicago Blackhawks,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/11/2024,Seattle Kraken,,Washington Capitals,,,,Seattle Kraken,Seattle Kraken,Washington Capitals,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
1/12/2024,Nashville Predators,,Dallas Stars,,,,Nashville Predators,Dallas Stars,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/12/2024,Philadelphia Flyers,,Minnesota Wild,,,,Philadelphia Flyers,Minnesota Wild,Philadelphia Flyers,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/13/2024,Vancouver Canucks,,Buffalo Sabres,,,,Vancouver Canucks,Buffalo Sabres,Vancouver Canucks,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/13/2024,Pittsburgh Penguins,,Carolina Hurricanes,,,,Pittsburgh Penguins,Carolina Hurricanes,Pittsburgh Penguins,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/13/2024,Seattle Kraken,,Columbus Blue Jackets,,,,Seattle Kraken,Columbus Blue Jackets,Seattle Kraken,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/13/2024,Dallas Stars,,Chicago Blackhawks,,,,Dallas Stars,Chicago Blackhawks,Dallas Stars,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/13/2024,Los Angeles Kings,,Detroit Red Wings,,,,Los Angeles Kings,Detroit Red Wings,Los Angeles Kings,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/13/2024,New Jersey Devils,,Florida Panthers,,,,New Jersey Devils,Florida Panthers,New Jersey Devils,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/13/2024,Arizona Coyotes,,Minnesota Wild,,,,Arizona Coyotes,Arizona Coyotes,Minnesota Wild,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/13/2024,Edmonton Oilers,,Montreal Canadiens,,,,Edmonton Oilers,Edmonton Oilers,Montreal Canadiens,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/13/2024,New York Islanders,,Nashville Predators,,,,New York Islanders,Nashville Predators,New York Islanders,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/13/2024,San Jose Sharks,,Ottawa Senators,,,,San Jose Sharks,Ottawa Senators,San Jose Sharks,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/13/2024,Boston Bruins,,St. Louis Blues,,,,Boston Bruins,Boston Bruins,St. Louis Blues,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/13/2024,Anaheim Ducks,,Tampa Bay Lightning,,,,Anaheim Ducks,Anaheim Ducks,Tampa Bay Lightning,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/13/2024,Colorado Avalanche,,Toronto Maple Leafs,,,,Colorado Avalanche,Colorado Avalanche,Toronto Maple Leafs,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/13/2024,Calgary Flames,,Vegas Golden Knights,,,,Calgary Flames,Calgary Flames,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/13/2024,Philadelphia Flyers,,Winnipeg Jets,,,,Philadelphia Flyers,Philadelphia Flyers,Winnipeg Jets,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
1/13/2024,New York Rangers,,Washington Capitals,,,,New York Rangers,New York Rangers,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/14/2024,Washington Capitals,,New York Rangers,,,,Washington Capitals,New York Rangers,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/14/2024,Detroit Red Wings,,Toronto Maple Leafs,,,,Detroit Red Wings,Detroit Red Wings,Toronto Maple Leafs,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/15/2024,New Jersey Devils,,Boston Bruins,,,,New Jersey Devils,Boston Bruins,New Jersey Devils,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/15/2024,San Jose Sharks,,Buffalo Sabres,,,,San Jose Sharks,Buffalo Sabres,San Jose Sharks,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/15/2024,Los Angeles Kings,,Carolina Hurricanes,,,,Los Angeles Kings,Carolina Hurricanes,Los Angeles Kings,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/15/2024,Vancouver Canucks,,Columbus Blue Jackets,,,,Vancouver Canucks,Columbus Blue Jackets,Vancouver Canucks,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/15/2024,Anaheim Ducks,,Florida Panthers,,,,Anaheim Ducks,Anaheim Ducks,Florida Panthers,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/15/2024,New York Islanders,,Minnesota Wild,,,,New York Islanders,Minnesota Wild,New York Islanders,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/15/2024,Colorado Avalanche,,Montreal Canadiens,,,,Colorado Avalanche,Colorado Avalanche,Montreal Canadiens,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/15/2024,Seattle Kraken,,Pittsburgh Penguins,,,,Seattle Kraken,Pittsburgh Penguins,Seattle Kraken,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/15/2024,Philadelphia Flyers,,St. Louis Blues,,,,Philadelphia Flyers,Philadelphia Flyers,St. Louis Blues,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
1/15/2024,Nashville Predators,,Vegas Golden Knights,,,,Nashville Predators,Nashville Predators,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/16/2024,Arizona Coyotes,,Calgary Flames,,,,Arizona Coyotes,Arizona Coyotes,Calgary Flames,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/16/2024,San Jose Sharks,,Chicago Blackhawks,,,,San Jose Sharks,Chicago Blackhawks,San Jose Sharks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/16/2024,Los Angeles Kings,,Dallas Stars,,,,Los Angeles Kings,Dallas Stars,Los Angeles Kings,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/16/2024,Toronto Maple Leafs,,Edmonton Oilers,,,,Toronto Maple Leafs,Edmonton Oilers,Toronto Maple Leafs,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/16/2024,Seattle Kraken,,New York Rangers,,,,Seattle Kraken,New York Rangers,Seattle Kraken,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/16/2024,Colorado Avalanche,,Ottawa Senators,,,,Colorado Avalanche,Colorado Avalanche,Ottawa Senators,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/16/2024,New York Islanders,,Winnipeg Jets,,,,New York Islanders,New York Islanders,Winnipeg Jets,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
1/16/2024,Anaheim Ducks,,Washington Capitals,,,,Anaheim Ducks,Anaheim Ducks,Washington Capitals,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
1/17/2024,Chicago Blackhawks,,Buffalo Sabres,,,,Chicago Blackhawks,Buffalo Sabres,Chicago Blackhawks,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/17/2024,Detroit Red Wings,,Florida Panthers,,,,Detroit Red Wings,Detroit Red Wings,Florida Panthers,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/17/2024,Montreal Canadiens,,New Jersey Devils,,,,Montreal Canadiens,Montreal Canadiens,New Jersey Devils,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/18/2024,Colorado Avalanche,,Boston Bruins,,,,Colorado Avalanche,Boston Bruins,Colorado Avalanche,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/18/2024,Toronto Maple Leafs,,Calgary Flames,,,,Toronto Maple Leafs,Calgary Flames,Toronto Maple Leafs,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/18/2024,Seattle Kraken,,Edmonton Oilers,,,,Seattle Kraken,Edmonton Oilers,Seattle Kraken,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/18/2024,Nashville Predators,,Los Angeles Kings,,,,Nashville Predators,Los Angeles Kings,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/18/2024,Montreal Canadiens,,Ottawa Senators,,,,Montreal Canadiens,Montreal Canadiens,Ottawa Senators,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/18/2024,Dallas Stars,,Philadelphia Flyers,,,,Dallas Stars,Dallas Stars,Philadelphia Flyers,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
1/18/2024,Minnesota Wild,,Tampa Bay Lightning,,,,Minnesota Wild,Minnesota Wild,Tampa Bay Lightning,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/18/2024,Arizona Coyotes,,Vancouver Canucks,,,,Arizona Coyotes,Arizona Coyotes,Vancouver Canucks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/18/2024,New York Rangers,,Vegas Golden Knights,,,,New York Rangers,New York Rangers,Vegas Golden Knights,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
1/18/2024,St. Louis Blues,,Washington Capitals,,,,St. Louis Blues,St. Louis Blues,Washington Capitals,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
1/19/2024,Detroit Red Wings,,Carolina Hurricanes,,,,Detroit Red Wings,Carolina Hurricanes,Detroit Red Wings,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
1/19/2024,New Jersey Devils,,Columbus Blue Jackets,,,,New Jersey Devils,Columbus Blue Jackets,New Jersey Devils,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/19/2024,New York Islanders,,Chicago Blackhawks,,,,New York Islanders,Chicago Blackhawks,New York Islanders,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
